Journal Name,keyword,text,Source Type
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,green,"to environmental messaging, there are always perennial problems with misinformation, greenwashing and digital overconsumption and thus the need for it to be taken seriously and with due care. Governments, businesses and",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,sustainability,"based content on the environmental and hold businesses to account in their sustainability commitments. By utilizing world's world of social media with a healthy amount of social media, the world will be significantly closer together",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,green,"in the transition and the later implications will include a widespread culture and policy change advocating for a greener earth. Finally, social media is a dynamic tool, adding on to the initiative of sustainability so as to join the",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,sustainability,"and policy change advocating for a greener earth. Finally, social media is a dynamic tool, adding on to the initiative of sustainability so as to join the awareness and movement against a war against climate change.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate,"dynamic tool, adding on to the initiative of sustainability so as to join the awareness and movement against a war against climate change.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate change,"dynamic tool, adding on to the initiative of sustainability so as to join the awareness and movement against a war against climate change.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,sustainability,"19 Zhang, J. (2025). The Role of Social Media in Promoting Environmental Sustainability REFERENCES",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate,"REFERENCES Anderson, A. A. (2017). Effects of social media use on climate change opinion, knowledge, and behavior. Oxford Research Encyclopedia of Climate",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate change,"REFERENCES Anderson, A. A. (2017). Effects of social media use on climate change opinion, knowledge, and behavior. Oxford Research Encyclopedia of Climate",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate,"Anderson, A. A. (2017). Effects of social media use on climate change opinion, knowledge, and behavior. Oxford Research Encyclopedia of Climate Science.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate,"Science. Boulianne, S., Lalancette, M., & Ilkiw, D. (2020). ""School strike 4 climate"": Social media and the international youth protest on climate change. Media",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate,"Boulianne, S., Lalancette, M., & Ilkiw, D. (2020). ""School strike 4 climate"": Social media and the international youth protest on climate change. Media and Communication, 8(2), 208-218.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate change,"Boulianne, S., Lalancette, M., & Ilkiw, D. (2020). ""School strike 4 climate"": Social media and the international youth protest on climate change. Media and Communication, 8(2), 208-218.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,sustainability,"Cho, C. H., Laine, M., Roberts, R. W., & Rodrigue, M. (2017). Organized hypocrisy, organizational façades, and sustainability reporting. Accounting, Organizations and Society, 40, 78-94.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,sustainability,"De Vries, G., Terwel, B. W., Ellemers, N., & Daamen, D. D. (2015). Sustainability or",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,greenwashing,"for environmental policy affect public perceptions of corporate greenwashing. Corporate Social Responsibility and Environmental Management, 22(3),",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,green,"for environmental policy affect public perceptions of corporate greenwashing. Corporate Social Responsibility and Environmental Management, 22(3),",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate,"Fisher, D. R. (2019). The broader importance of #FridaysForFuture. Nature Climate Change, 9, 430-431. Goldsmith, E. B., & Goldsmith, R. E. (2011). Social influence and sustainability",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate change,"Fisher, D. R. (2019). The broader importance of #FridaysForFuture. Nature Climate Change, 9, 430-431. Goldsmith, E. B., & Goldsmith, R. E. (2011). Social influence and sustainability",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,sustainability,"Climate Change, 9, 430-431. Goldsmith, E. B., & Goldsmith, R. E. (2011). Social influence and sustainability in households. International Journal of Consumer Studies, 35(2), 117-121.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,sustainability,"Hamid, S., Ijab, M. T., Sulaiman, H., Anwar, R. M., & Norman, A. A. (2017). Social media for environmental sustainability awareness in higher education. International Journal of Sustainability in Higher Education,",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,sustainability,"Social media for environmental sustainability awareness in higher education. International Journal of Sustainability in Higher Education, 18(4), 474-491.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,sustainability,"20 Zhang, J. (2025). The Role of Social Media in Promoting Environmental Sustainability Lyon, T. P., & Montgomery, A. W. (2015). The means and end of greenwash.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,green,"Zhang, J. (2025). The Role of Social Media in Promoting Environmental Sustainability Lyon, T. P., & Montgomery, A. W. (2015). The means and end of greenwash. Organization & Environment, 28(2), 223-249.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,carbon,"Organization & Environment, 28(2), 223-249. Moodie, M. (2019). The influence of social media on reducing household carbon emissions. Journal of Environmental Psychology, 66, 101389.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,emissions,"Moodie, M. (2019). The influence of social media on reducing household carbon emissions. Journal of Environmental Psychology, 66, 101389. Moser, S., & Kleinhückelkotten, S. (2018). Good intents, but low impacts:",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,carbon,"Diverging importance of motivational and socioeconomic determinants explaining pro-environmental behavior, energy use, and carbon footprint. Environment and Behavior, 50(6), 626-656.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,energy,"Diverging importance of motivational and socioeconomic determinants explaining pro-environmental behavior, energy use, and carbon footprint. Environment and Behavior, 50(6), 626-656.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate,"Environment and Behavior, 50(6), 626-656. O'Neill, S., & Smith, N. (2014). Climate change and visual imagery. Wiley Interdisciplinary Reviews: Climate Change, 5(1), 73-87.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate change,"Environment and Behavior, 50(6), 626-656. O'Neill, S., & Smith, N. (2014). Climate change and visual imagery. Wiley Interdisciplinary Reviews: Climate Change, 5(1), 73-87.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate,"O'Neill, S., & Smith, N. (2014). Climate change and visual imagery. Wiley Interdisciplinary Reviews: Climate Change, 5(1), 73-87. Poell, T., & van Dijck, J. (2018). Social media and new protest movements. The",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate change,"O'Neill, S., & Smith, N. (2014). Climate change and visual imagery. Wiley Interdisciplinary Reviews: Climate Change, 5(1), 73-87. Poell, T., & van Dijck, J. (2018). Social media and new protest movements. The",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,sustainability,"Rahim, M. H. A., Zukni, R. Z. J. A., Ahmad, F., & Lyndon, N. (2019). Environmental sustainability knowledge, attitude and practices among pre- service teachers. Asian Journal of Sustainability and Social Responsibility,",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,sustainability,"Environmental sustainability knowledge, attitude and practices among pre- service teachers. Asian Journal of Sustainability and Social Responsibility, 4(1), 1-18.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,sustainability,"4(1), 1-18. Reilly, A. H., & Hynan, K. A. (2014). Corporate communication, sustainability, and social media: It's not easy (really) being green. Business Horizons,",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,green,"Reilly, A. H., & Hynan, K. A. (2014). Corporate communication, sustainability, and social media: It's not easy (really) being green. Business Horizons, 57(6), 747-758.",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate,"57(6), 747-758. Schäfer, M. S. (2012). Online communication on climate change and climate politics: A literature review. Wiley Interdisciplinary Reviews: Climate",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate change,"57(6), 747-758. Schäfer, M. S. (2012). Online communication on climate change and climate politics: A literature review. Wiley Interdisciplinary Reviews: Climate",Journal
THE ROLE OF SOCIAL MEDIA IN PROMOTING ENVIRONMENTAL  SUSTAINABILITY,climate,"Schäfer, M. S. (2012). Online communication on climate change and climate politics: A literature review. Wiley Interdisciplinary Reviews: Climate Change, 3(6), 527-543.",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,The Roles of Social Media in Promoting Sustainability in Higher Education SERENA CARPENTER1,Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"Michigan State University, USA University sustainability leaders can strategically employ social media tools to encourage the adoption of sustainability behaviors among students, faculty members, and staff.",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"University sustainability leaders can strategically employ social media tools to encourage the adoption of sustainability behaviors among students, faculty members, and staff. Their effectiveness and reach, however, are constrained by campus sustainability",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"the adoption of sustainability behaviors among students, faculty members, and staff. Their effectiveness and reach, however, are constrained by campus sustainability leaders’ interpretation of social media. We investigated the perceived functions of social",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainable,leaders’ interpretation of social media. We investigated the perceived functions of social media held by the top sustainable universities in the United States to engage stakeholders in sustainability matters using social media. Interviews with sustainability,Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,media held by the top sustainable universities in the United States to engage stakeholders in sustainability matters using social media. Interviews with sustainability officers and student leaders at 21 universities revealed that leading U.S. sustainable,Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainable,"stakeholders in sustainability matters using social media. Interviews with sustainability officers and student leaders at 21 universities revealed that leading U.S. sustainable universities do rely on social media channels to reach large audiences; however,",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"universities do rely on social media channels to reach large audiences; however, sustainability leaders do not fully understand how to effectively use them. Sustainability leaders primarily perceive social media platforms as useful for encouraging action and",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"groups. Keywords: institutions of higher education, social media, campus sustainability, information, community, action",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,Date submitted: 2015–09–13 1 This work was supported by Michigan State University’s Office of Sustainability.,Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"use social media platforms to engage organizational stakeholders across various areas (e.g., Guo & Saxton, 2013; Lovejoy & Saxton, 2012; Ramanadhan, Mendez, Rao, & Viswanath, 2013), including sustainability efforts and initiatives (e.g., Reilly & Weirup, 2010). Individuals or institutions engage in sustainability",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"2013; Lovejoy & Saxton, 2012; Ramanadhan, Mendez, Rao, & Viswanath, 2013), including sustainability efforts and initiatives (e.g., Reilly & Weirup, 2010). Individuals or institutions engage in sustainability efforts to provide “the resource and services needs of current and future generations without compromising",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"efforts to provide “the resource and services needs of current and future generations without compromising the health of the ecosystems that provide them” (Morelli, 2013, p. 6). Sustainability leaders can use social media platforms to aid their sustainability efforts by disseminating information about their campus",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"the health of the ecosystems that provide them” (Morelli, 2013, p. 6). Sustainability leaders can use social media platforms to aid their sustainability efforts by disseminating information about their campus sustainability efforts, policies, and progress. These channels also allow communicators to reach audiences",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"media platforms to aid their sustainability efforts by disseminating information about their campus sustainability efforts, policies, and progress. These channels also allow communicators to reach audiences in their individual spaces, which is important because many environmental behaviors involve personal",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,recycling,"in their individual spaces, which is important because many environmental behaviors involve personal behaviors such as recycling and turning off lights (Williams, Page, & Petrosky, 2014). Scholars have investigated how organization leaders use social media to engage their stakeholders (e.g., Guo & Saxton,",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"the specific ways in which institutions of higher education employ social media tools to communicate sustainability messages to their publics. The study of social media communication is critical because students, often young people, are the target audiences for campus sustainability campaigns. In fact, social",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"sustainability messages to their publics. The study of social media communication is critical because students, often young people, are the target audiences for campus sustainability campaigns. In fact, social media messages have been shown to be more effective in affecting environmental knowledge, attitude,",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,green,"media messages have been shown to be more effective in affecting environmental knowledge, attitude, and behaviors than educational campaigns related to electricity use and greenhouse gases (Marcell, Agyeman, & Rappaport, 2004). Perhaps because young people have grown up with the Internet and access",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,gas,"media messages have been shown to be more effective in affecting environmental knowledge, attitude, and behaviors than educational campaigns related to electricity use and greenhouse gases (Marcell, Agyeman, & Rappaport, 2004). Perhaps because young people have grown up with the Internet and access",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,electricity,"media messages have been shown to be more effective in affecting environmental knowledge, attitude, and behaviors than educational campaigns related to electricity use and greenhouse gases (Marcell, Agyeman, & Rappaport, 2004). Perhaps because young people have grown up with the Internet and access",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,greenhouse gas,"media messages have been shown to be more effective in affecting environmental knowledge, attitude, and behaviors than educational campaigns related to electricity use and greenhouse gases (Marcell, Agyeman, & Rappaport, 2004). Perhaps because young people have grown up with the Internet and access",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"channels rather than seeking it out and engaging in online relationships with strangers (Douglas, Raine, Maruyama, Semaan, & Robertson, 2015). Hypothetically, sustainability communicators likely will have to understand social media cultures and communication approaches if they want to reach campus publics and",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"understand social media cultures and communication approaches if they want to reach campus publics and have a positive impact on sustainability awareness and behaviors. In the present study, we explored how campus sustainability communicators view social media as",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"have a positive impact on sustainability awareness and behaviors. In the present study, we explored how campus sustainability communicators view social media as a communication tool in their campus sustainability efforts by employing Lovejoy and Saxton’s (2012)",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"In the present study, we explored how campus sustainability communicators view social media as a communication tool in their campus sustainability efforts by employing Lovejoy and Saxton’s (2012) conceptual framework of the organizational communicative functions of social media. Based on a content",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"key dimensions: information, action, and community. We accomplished our theoretical exploration through qualitative interviews with 29 campus sustainability officers and eight student sustainability group leaders at 21 U.S. universities.",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,International Journal of Communication 10(2016) Social Media and Campus Sustainability   4865 field because the Internet allows individuals and organizations to quickly disseminate information to large,Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"groups (Askanius & Uldam, 2011; Segerberg & Bennett, 2011). In summary, research on social media use related to environmental or sustainability issues has focused mostly on environmental activism (Pickerill, 2001) and environmental behaviors that seek to",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"minimize the negative impact of people’s actions on the natural and built world (Kollmuss & Agyeman, 2002; Robelia, Greenhow, & Burton, 2011). Research examining the uses of social media in sustainability in higher education is minimal. Some recent work, from a public relations perspective, posits that the Internet",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,green,"minimize the negative impact of people’s actions on the natural and built world (Kollmuss & Agyeman, 2002; Robelia, Greenhow, & Burton, 2011). Research examining the uses of social media in sustainability in higher education is minimal. Some recent work, from a public relations perspective, posits that the Internet",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,power,"interact with the public in such a way that traditional media and static websites cannot. People who use social media perceive that they have more power in creating change than those who do not use social media to reach publics (Porter, Sweetser Trammell, Chung, & Kim, 2007). The bundling of social media",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"Saxton, 2013; Ramanadhan et al., 2013; Rui, Chen, & Damiano, 2013). In the present study, Lovejoy and Saxton’s framework provided a useful lens to explore how campus sustainability communicators use social media in their campus sustainability efforts (e.g., reducing the campuses’ environmental footprint,",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"Saxton’s framework provided a useful lens to explore how campus sustainability communicators use social media in their campus sustainability efforts (e.g., reducing the campuses’ environmental footprint, incorporating sustainability into the colleges’ curriculum, influencing students’ and staffs’ environmental",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"media in their campus sustainability efforts (e.g., reducing the campuses’ environmental footprint, incorporating sustainability into the colleges’ curriculum, influencing students’ and staffs’ environmental practices). Next, we describe the three functions identified by Lovejoy and Saxton in more detail.",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,water,"releases, social media platforms allow organization leaders to disseminate information such as the organization’s activities, news, reports, and facts (e.g., Saxton, Guo, & Brown, 2007; Waters, 2007). For example, communicators could inform students, faculty members, and staff about their campus",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"example, communicators could inform students, faculty members, and staff about their campus sustainability policies and progress (Lehrer & Vasudev, 2011). Campus sustainability leaders’ desire to increase awareness about environmental issues or campus activities across various groups is one of the",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"increase awareness about environmental issues or campus activities across various groups is one of the most frequently mentioned challenging goals of sustainability communicators (Velazquez, Munguia, & Sanchez, 2005). Communicating information effectively is a first step in raising awareness and changing",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"Sanchez, 2005). Communicating information effectively is a first step in raising awareness and changing behaviors (Djordjevic & Cotton, 2011). Social media tools better enable campus sustainability leaders to share information to increase awareness about local efforts and issues among their audiences, including",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,water,"organizational communication across social media channels (e.g., Bortree & Seltzer, 2009; Lovejoy, Waters, & Saxton, 2012; Xifra & Grau, 2010). For example, Saxton and Waters (2014) found that slightly less than 50% of Twitter messages from top-100 nonprofit organizations were informational in nature.",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"less than 50% of Twitter messages from top-100 nonprofit organizations were informational in nature. Thus, we expected that sustainability leaders would support the information function, and we also explored how they enact it.",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"Action function. The second primary function of organizational social media strategies is action. Sustainability leaders can use social media to inspire behavioral changes such as increasing online money donations or offline demonstrations (Bekkers, 2010; Gandía, 2009; Valenzuela, Arriagada, & Scherman,",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"International Journal of Communication 10(2016) Social Media and Campus Sustainability   4867 2014). This function involves using social media to get stakeholders to do something for the organization,",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"Saxton, 2012). Advocacy and involvement from students, faculty members, and staff are crucial to the success of campus sustainability efforts (e.g., Brinkhurst, Rose, Maurice, & Ackerman, 2011). For example, sustainability leaders can directly or indirectly ask followers to attend an event, make a donation, recruit",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"success of campus sustainability efforts (e.g., Brinkhurst, Rose, Maurice, & Ackerman, 2011). For example, sustainability leaders can directly or indirectly ask followers to attend an event, make a donation, recruit other attendees, buy a product, or adopt a specific political view. The action function of social media",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"societal change (Lovejoy & Saxton, 2012). We expected that campus sustainability communicators would depend on social media channels to encourage environmental actions, even though Lovejoy and Saxton (2012) found that nonprofit",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"organization communicators rarely use the action function in their social media efforts. The action function would hypothetically be a logical strategy given that the success of campus sustainability relies heavily on the cooperation from the campus population (e.g., Barlett & Chase, 2004; Leal Filho, 2009). For example,",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,energy,"institutions of higher education leaders can directly ask campus community members to reduce their energy consumption or food waste. Alternatively, they can employ subtler strategies such as posting information highlighting how sustainability behaviors are the norm for a notable proportion of campus",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,waste,"institutions of higher education leaders can directly ask campus community members to reduce their energy consumption or food waste. Alternatively, they can employ subtler strategies such as posting information highlighting how sustainability behaviors are the norm for a notable proportion of campus",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"energy consumption or food waste. Alternatively, they can employ subtler strategies such as posting information highlighting how sustainability behaviors are the norm for a notable proportion of campus residents, which research has shown increases the adoption of environmental sustainable behaviors",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainable,"information highlighting how sustainability behaviors are the norm for a notable proportion of campus residents, which research has shown increases the adoption of environmental sustainable behaviors (Hopper & Nielsen, 1991).",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,water,"more traditional media by offering the increased potential to build relationships between organizations and their stakeholders (Waters, Burnett, Lamm, & Lucas, 2009), which are crucial to the success of campus sustainability efforts (Barlett & Chase, 2004). Social media’s dynamic and interactive features make them",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"their stakeholders (Waters, Burnett, Lamm, & Lucas, 2009), which are crucial to the success of campus sustainability efforts (Barlett & Chase, 2004). Social media’s dynamic and interactive features make them an ideal channel to engage in dialogic communication (i.e., a negotiated exchange of ideas and opinions",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,water,"with the goal of interacting honestly and ethically with publics; Kent & Taylor, 1998; Kent et al., 2003) with stakeholders (e.g., Lovejoy & Saxton, 2012; Waters & Jamal, 2011). Communicators can post messages designed to initiate conversational responses and replies to messages from individual stakeholders to",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"IJoC 10(2016) Granovetter, 1973). Sustainability communicators can use social media by sharing information that demonstrates their ties with one another (Brown & Reingen, 1987). Social media tools allow",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,energy,"communicators to maintain several online communities, with each community tailored to a specific group of stakeholders or causes such as online communities devoted to climate change or energy conversation. Organization leaders can also strengthen weak ties or associations among participants by giving",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,climate,"communicators to maintain several online communities, with each community tailored to a specific group of stakeholders or causes such as online communities devoted to climate change or energy conversation. Organization leaders can also strengthen weak ties or associations among participants by giving",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,climate change,"communicators to maintain several online communities, with each community tailored to a specific group of stakeholders or causes such as online communities devoted to climate change or energy conversation. Organization leaders can also strengthen weak ties or associations among participants by giving",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,volunteers who supported their latest event or tweet messages cheering a local team. We anticipated that campus sustainability communicators would use social media to create a presence of community by showing appreciation to the campus community.,Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"causes, creating communities, and recruiting volunteers. Social media communication can have even more impact when it involves an educated and young campus population. We assessed how sustainability communicators in institutions of higher education perceive social media and their functions related to",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"communicators in institutions of higher education perceive social media and their functions related to sustainability issues and in what specific ways they enact these functions because these communication platforms transform how they reach audiences. Therefore, we asked the following research question:",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"RQ1: To what extent and how do sustainability leaders at institutions of higher education use social media for action, information, and community?",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"media for action, information, and community? We also addressed the social media literacy of sustainability communicators. The vast literature on media literacy mostly focuses on the importance of critically selecting and interpreting media programming",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,RQ2: How social media literate are the sustainability leaders at institutions of higher education? Method,Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"This study is based on qualitative analysis of face-to-face semistructured interviews with campus sustainability communicators (Schostak, 2005). The three main functions of organizational social media",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,International Journal of Communication 10(2016) Social Media and Campus Sustainability   4869 functions proposed by Lovejoy and Saxton (2012) may not cover all social media uses by campus,Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"functions proposed by Lovejoy and Saxton (2012) may not cover all social media uses by campus sustainability communicators in their campus sustainability efforts. Thus, we used a qualitative methodological approach to allow for the discovery of other potential functions used by sustainability",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"sustainability communicators in their campus sustainability efforts. Thus, we used a qualitative methodological approach to allow for the discovery of other potential functions used by sustainability communicators.",Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,Sampling Procedure Interviewees consisted of sustainability communication leaders from the top- ranked universities in the area of sustainability. We found the top-25 schools through a comparative analysis of six different,Journal
The_Roles_of_Social_Media_in_Promoting_Sustainability_in_Higher_Education,sustainability,"Interviewees consisted of sustainability communication leaders from the top- ranked universities in the area of sustainability. We found the top-25 schools through a comparative analysis of six different national ranking systems. According to an article “Higher Ed Sustainability Ratings, Rankings and Reviews”",Journal
